raspPI_filestart,spp,trialdate,hatchdate,dph,staff,contaminant,treattemp,nomconc,concname,rep,trialIID,accstart,trialstart,trailend,tunneltemp,tlmm,massg,burst,startside,burstTo,stalledAt,burstQual,stimQual,nFalseStart,Notes
WSContam_005ngR7_T37,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,7,T37,12:24,12:09,12:46,18.1,67.67,1.4837,6,L,12,17,good,good,0,
WSContam_005ngR7_T37,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,7,T37,12:24,12:09,12:46,18.1,67.67,1.4837,7,R,11,25,good,poor,0,2nd pinch got burst 12-20
WSContam_005ngR7_T37,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,7,T37,12:24,12:09,12:46,18.1,67.67,1.4837,8,L,20,20,good,good,0,
WSContam_005ngR7_T37,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,7,T37,12:24,12:09,12:46,18.1,67.67,1.4837,9,R,6,20,okay,okay,0,second pinch at 10
WSContam_005ngR7_T37,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,7,T37,12:24,12:09,12:46,18.1,67.67,1.4837,10,L,16,19,good,good,0,
WSContam_005ngR7_T37,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,7,T37,12:24,12:09,12:46,18.1,67.67,1.4837,11,R,19,22,good,good,0,
WSContam_005ngR7_T37,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,7,T37,12:24,12:09,12:46,18.1,67.67,1.4837,12,L,0,16,poor,poor,1,user may have tripped gate 0 early
WSContam_005ngR7_T37,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,7,T37,12:24,12:09,12:46,18.1,67.67,1.4837,13,R,16,19,good,good,0,
WSContam_005ngR7_T37,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,7,T37,12:24,12:09,12:46,18.1,67.67,1.4837,14,L,0,15,poor,good,0,burst from 8-13 on her own with no stim
WSContam_005ngR7_T37,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,7,T37,12:24,12:09,12:46,18.1,67.67,1.4837,15,R,19,23,good,good,0,
WSContam_100ngR8_T38,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,8,T38,12:49,12:54,13:12,18.1,71.06,1.5656,1,R,17,22,good,okay,1,"sped up around 6, tripped first gate early"
WSContam_100ngR8_T38,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,8,T38,12:49,12:54,13:12,18.1,71.06,1.5656,2,L,21,21,okay,good,0,"2nd pinch, head already had broken gate 4"
WSContam_100ngR8_T38,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,8,T38,12:49,12:54,13:12,18.1,71.06,1.5656,3,R,18,23,good,good,0,
WSContam_100ngR8_T38,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,8,T38,12:49,12:54,13:12,18.1,71.06,1.5656,4,L,22,22,good,good,0,2nd pinch got 12-22 burst
WSContam_100ngR8_T38,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,8,T38,12:49,12:54,13:12,18.1,71.06,1.5656,5,R,11,24,good,good,0,
WSContam_100ngR8_T38,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,8,T38,12:49,12:54,13:12,18.1,71.06,1.5656,6,L,18,19,good,good,0,
WSContam_100ngR8_T38,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,8,T38,12:49,12:54,13:12,18.1,71.06,1.5656,7,R,0,15,poor,poor,0,
WSContam_100ngR8_T38,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,8,T38,12:49,12:54,13:12,18.1,71.06,1.5656,8,L,7,14,good,good,0,"2nd pinch as left tunnel,maybe after 1st gate broken"
WSContam_100ngR8_T38,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,8,T38,12:49,12:54,13:12,18.1,71.06,1.5656,9,R,18,20,good,good,0,tail red
WSContam_100ngR8_T38,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,8,T38,12:49,12:54,13:12,18.1,71.06,1.5656,10,L,9,12,okay,okay,1,escaped after false start - no new stim
WSContam_100ngR8_T38,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,8,T38,12:49,12:54,13:12,18.1,71.06,1.5656,11,R,13,13,okay,good,0,burst straight up then down and out
WSContam_100ngR8_T38,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,8,T38,12:49,12:54,13:12,18.1,71.06,1.5656,12,L,8,13,good,good,0,getting less responsive/fast
WSContam_100ngR8_T38,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,8,T38,12:49,12:54,13:12,18.1,71.06,1.5656,13,R,16,22,good,good,0,
WSContam_100ngR8_T38,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,8,T38,12:49,12:54,13:12,18.1,71.06,1.5656,14,L,5,7,okay,good,0,
WSContam_100ngR8_T38,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,8,T38,12:49,12:54,13:12,18.1,71.06,1.5656,15,R,4,16,good,good,0,
WSContam_000ngR8_T39,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000ng,8,T39,13:17,13:22,13:39,18.1,63.91,1.1832,1,L,3,4,poor,good,0,"burst straight up, penciled at 4"
WSContam_000ngR8_T39,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000ng,8,T39,13:17,13:22,13:39,18.1,63.91,1.1832,2,L,4,17,good,good,0,
WSContam_000ngR8_T39,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000ng,8,T39,13:17,13:22,13:39,18.1,63.91,1.1832,3,R,5,22,good,good,0,"second burst 10-16, no second pinch"
WSContam_000ngR8_T39,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000ng,8,T39,13:17,13:22,13:39,18.1,63.91,1.1832,4,L,24,25,good,good,0,burst up then second burst on own
WSContam_000ngR8_T39,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000ng,8,T39,13:17,13:22,13:39,18.1,63.91,1.1832,5,R,19,19,okay,good,0,fast swim
WSContam_000ngR8_T39,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000ng,8,T39,13:17,13:22,13:39,18.1,63.91,1.1832,6,L,24,25,good,good,0,11-24 peak speed
WSContam_000ngR8_T39,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000ng,8,T39,13:17,13:22,13:39,18.1,63.91,1.1832,7,R,18,23,good,good,0,2nds burst
WSContam_000ngR8_T39,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000ng,8,T39,13:17,13:22,13:39,18.1,63.91,1.1832,8,L,24,25,good,good,0,"breached early, birst up, then to end"
WSContam_000ngR8_T39,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000ng,8,T39,13:17,13:22,13:39,18.1,63.91,1.1832,9,R,0,20,poor,good,0,"burst straight up to 3, then swims"
WSContam_000ngR8_T39,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000ng,8,T39,13:17,13:22,13:39,18.1,63.91,1.1832,10,L,15,22,okay,good,0,"2nds burst at surface, unprovoked"
WSContam_000ngR8_T39,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000ng,8,T39,13:17,13:22,13:39,18.1,63.91,1.1832,11,R,24,25,good,good,0,"1st burst up and down, 2nd fast to end"
WSContam_000ngR8_T39,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000ng,8,T39,13:17,13:22,13:39,18.1,63.91,1.1832,12,L,3,20,okay,good,0,
WSContam_000ngR8_T39,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000ng,8,T39,13:17,13:22,13:39,18.1,63.91,1.1832,13,R,13,18,good,good,0,
WSContam_000ngR8_T39,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000ng,8,T39,13:17,13:22,13:39,18.1,63.91,1.1832,14,L,18,22,good,good,0,"1st stim was poor, second pinch at 3rd gate"
WSContam_000ngR8_T39,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000ng,8,T39,13:17,13:22,13:39,18.1,63.91,1.1832,15,R,22,25,good,good,0,delayed burst
WSContam_005ngR8_T40,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,8,T40,13:42,13:47,14:06,18.1,68.31,1.4448,1,R,16,25,good,good,0,
WSContam_005ngR8_T40,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,8,T40,13:42,13:47,14:06,18.1,68.31,1.4448,2,L,13,22,good,good,0,"up at 11, down at 15"
WSContam_005ngR8_T40,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,8,T40,13:42,13:47,14:06,18.1,68.31,1.4448,3,R,18,22,good,good,0,
WSContam_005ngR8_T40,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,8,T40,13:42,13:47,14:06,18.1,68.31,1.4448,4,L,24,25,good,good,0,
WSContam_005ngR8_T40,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,8,T40,13:42,13:47,14:06,18.1,68.31,1.4448,5,R,6,13,okay,good,1,burst into side walls before leaving chamber
WSContam_005ngR8_T40,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,8,T40,13:42,13:47,14:06,18.1,68.31,1.4448,6,L,14,17,good,good,0,
WSContam_005ngR8_T40,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,8,T40,13:42,13:47,14:06,18.1,68.31,1.4448,7,R,10,17,good,good,0,
WSContam_005ngR8_T40,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,8,T40,13:42,13:47,14:06,18.1,68.31,1.4448,8,L,3,3,poor,good,0,turned around on its own and went back to L
WSContam_005ngR8_T40,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,8,T40,13:42,13:47,14:06,18.1,68.31,1.4448,9,L,10,14,good,good,0,
WSContam_005ngR8_T40,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,8,T40,13:42,13:47,14:06,18.1,68.31,1.4448,10,R,6,11,okay,good,0,burst up then out of chamber
WSContam_005ngR8_T40,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,8,T40,13:42,13:47,14:06,18.1,68.31,1.4448,11,R,6,7,okay,good,0,"same up and down behavior, fatigue"
WSContam_005ngR8_T40,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,8,T40,13:42,13:47,14:06,18.1,68.31,1.4448,12,L,6,6,good,good,0,turned around and burst back into chamber
WSContam_005ngR8_T40,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,8,T40,13:42,13:47,14:06,18.1,68.31,1.4448,13,L,13,15,good,good,0,straight with slight zig zags
WSContam_005ngR8_T40,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,8,T40,13:42,13:47,14:06,18.1,68.31,1.4448,14,R,0,11,poor,poor,0,
WSContam_005ngR8_T40,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,8,T40,13:42,13:47,14:06,18.1,68.31,1.4448,15,R,5,14,good,good,0,fastest from 5-14
